"~id",text,~label
642,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
643,Not stepping o'er the bounds of modesty.,Tweet
644,Can one desire too much of a good thing?.,Tweet
645,Not stepping o'er the bounds of modesty.,Tweet
646,Tempt not a desperate man.,Tweet
647,I like this place and willingly could waste my time in it.,Tweet
648,Tempt not a desperate man.,Tweet
649,Wisely and slow; they stumble that run fast.,Tweet
650,The king's name is a tower of strength.,Tweet
651,Off with his head!,Tweet
652,A horse! a horse! my kingdom for a horse!.,Tweet
653,Wisely and slow; they stumble that run fast.,Tweet
654,For you and I are past our dancing days.,Tweet
655,"So wise so young, they say, do never live long.",Tweet
656,"So wise so young, they say, do never live long.",Tweet
657,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
658,Off with his head!,Tweet
659,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
660,Wisely and slow; they stumble that run fast.,Tweet
661,For ever and a day.,Tweet
662,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
663,For ever and a day.,Tweet
664,True is it that we have seen better days.,Tweet
665,"There is nothing either good or bad, but thinking makes it so.",Tweet
666,True is it that we have seen better days.,Tweet
667,Wisely and slow; they stumble that run fast.,Tweet
668,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
669,Rich gifts wax poor when givers prove unkind.,Tweet
670,For ever and a day.,Tweet
671,A horse! a horse! my kingdom for a horse!.,Tweet
672,For you and I are past our dancing days.,Tweet
673,A horse! a horse! my kingdom for a horse!.,Tweet
674,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
675,"So wise so young, they say, do never live long.",Tweet
676,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
677,The king's name is a tower of strength.,Tweet
678,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
679,Do you think I am easier to be played on than a pipe?,Tweet
680,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
681,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
682,For you and I are past our dancing days.,Tweet
683,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
684,Off with his head!,Tweet
685,A horse! a horse! my kingdom for a horse!.,Tweet
686,Can one desire too much of a good thing?.,Tweet
687,True is it that we have seen better days.,Tweet
688,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
689,Can one desire too much of a good thing?.,Tweet
690,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love.",Tweet
691,I like this place and willingly could waste my time in it.,Tweet
692,O! she doth teach the torches to burn bright.,Tweet
693,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
694,Now is the winter of our discontent.,Tweet
695,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
696,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
697,"Though this be madness, yet there is method in 't.",Tweet
698,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
699,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
700,Tempt not a desperate man.,Tweet
701,Off with his head!,Tweet
702,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
703,For you and I are past our dancing days.,Tweet
704,A horse! a horse! my kingdom for a horse!.,Tweet
705,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
706,Brevity is the soul of wit.,Tweet
707,"It is the east, and Juliet is the sun.",Tweet
708,Off with his head!,Tweet
709,Wisely and slow; they stumble that run fast.,Tweet
710,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
711,Wisely and slow; they stumble that run fast.,Tweet
712,"It is the east, and Juliet is the sun.",Tweet
713,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
714,"I will speak daggers to her, but use none.",Tweet
715,O! she doth teach the torches to burn bright.,Tweet
716,I like this place and willingly could waste my time in it.,Tweet
717,"The lady doth protest too much, methinks.",Tweet
718,"It is the east, and Juliet is the sun.",Tweet
719,Brevity is the soul of wit.,Tweet
720,Not stepping o'er the bounds of modesty.,Tweet
721,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
722,Now is the winter of our discontent.,Tweet
723,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
724,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love.",Tweet
725,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
726,Off with his head!,Tweet
727,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
728,True is it that we have seen better days.,Tweet
729,Wisely and slow; they stumble that run fast.,Tweet
730,"So wise so young, they say, do never live long.",Tweet
731,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
732,Tempt not a desperate man.,Tweet
733,Wisely and slow; they stumble that run fast.,Tweet
734,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love.",Tweet
735,Not stepping o'er the bounds of modesty.,Tweet
736,The king's name is a tower of strength.,Tweet
737,"The lady doth protest too much, methinks.",Tweet
738,For you and I are past our dancing days.,Tweet
739,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
740,"The lady doth protest too much, methinks.",Tweet
741,Now is the winter of our discontent.,Tweet
742,I like this place and willingly could waste my time in it.,Tweet
743,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
744,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
745,"Though this be madness, yet there is method in 't.",Tweet
746,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
747,Can one desire too much of a good thing?.,Tweet
748,That it should come to this!.,Tweet
749,Off with his head!,Tweet
750,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
751,"To be, or not to be: that is the question.",Tweet
752,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
753,Do you think I am easier to be played on than a pipe?,Tweet
754,"It is the east, and Juliet is the sun.",Tweet
755,O! she doth teach the torches to burn bright.,Tweet
756,"So wise so young, they say, do never live long.",Tweet
757,"It is the east, and Juliet is the sun.",Tweet
758,"To be, or not to be: that is the question.",Tweet
759,A horse! a horse! my kingdom for a horse!.,Tweet
760,The king's name is a tower of strength.,Tweet
761,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
762,I like this place and willingly could waste my time in it.,Tweet
763,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
764,I like this place and willingly could waste my time in it.,Tweet
765,"An honest tale speeds best, being plainly told.",Tweet
766,"So wise so young, they say, do never live long.",Tweet
767,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
768,A horse! a horse! my kingdom for a horse!.,Tweet
769,Off with his head!,Tweet
770,Now is the winter of our discontent.,Tweet
771,I like this place and willingly could waste my time in it.,Tweet
772,Wisely and slow; they stumble that run fast.,Tweet
773,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
774,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
775,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
776,"An honest tale speeds best, being plainly told.",Tweet
777,O! she doth teach the torches to burn bright.,Tweet
778,Brevity is the soul of wit.,Tweet
779,O! she doth teach the torches to burn bright.,Tweet
780,"An honest tale speeds best, being plainly told.",Tweet
781,Off with his head!,Tweet
782,For ever and a day.,Tweet
783,The king's name is a tower of strength.,Tweet
784,This above all: to thine own self be true.,Tweet
785,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
786,Now is the winter of our discontent.,Tweet
787,The play 's the thing wherein I'll catch the conscience of the king.,Tweet
788,For ever and a day.,Tweet
789,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
790,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
791,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
792,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
793,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
794,Can one desire too much of a good thing?.,Tweet
795,Now is the winter of our discontent.,Tweet
796,The king's name is a tower of strength.,Tweet
797,Tempt not a desperate man.,Tweet
798,"There is nothing either good or bad, but thinking makes it so.",Tweet
799,That it should come to this!.,Tweet
800,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
801,A horse! a horse! my kingdom for a horse!.,Tweet
802,In my mind's eye.,Tweet
803,For you and I are past our dancing days.,Tweet
804,Can one desire too much of a good thing?.,Tweet
805,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
806,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
807,"I will speak daggers to her, but use none.",Tweet
808,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
809,O! she doth teach the torches to burn bright.,Tweet
810,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
811,The king's name is a tower of strength.,Tweet
812,The king's name is a tower of strength.,Tweet
813,That it should come to this!.,Tweet
814,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! .",Tweet
815,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
816,"Though this be madness, yet there is method in 't.",Tweet
817,For ever and a day.,Tweet
818,For you and I are past our dancing days.,Tweet
819,"An honest tale speeds best, being plainly told.",Tweet
820,A horse! a horse! my kingdom for a horse!.,Tweet
821,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
822,"An honest tale speeds best, being plainly told.",Tweet
823,A horse! a horse! my kingdom for a horse!.,Tweet
824,"I will speak daggers to her, but use none.",Tweet
825,Rich gifts wax poor when givers prove unkind.,Tweet
826,Off with his head!,Tweet
827,"An honest tale speeds best, being plainly told.",Tweet
828,Off with his head!,Tweet
829,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
830,A horse! a horse! my kingdom for a horse!.,Tweet
831,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
832,A horse! a horse! my kingdom for a horse!.,Tweet
833,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love.",Tweet
834,Brevity is the soul of wit.,Tweet
835,The king's name is a tower of strength.,Tweet
836,For ever and a day.,Tweet
837,Off with his head!,Tweet
838,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
839,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
840,I like this place and willingly could waste my time in it.,Tweet
841,"And it must follow, as the night the day, thou canst not then be false to any man.",Tweet
842,Brevity is the soul of wit.,Tweet
843,O! she doth teach the torches to burn bright.,Tweet
844,I like this place and willingly could waste my time in it.,Tweet
845,This above all: to thine own self be true.,Tweet
846,Now is the winter of our discontent.,Tweet
847,"The lady doth protest too much, methinks.",Tweet
848,Now is the winter of our discontent.,Tweet
849,I like this place and willingly could waste my time in it.,Tweet
850,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
851,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
852,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
853,Off with his head!,Tweet
854,"An honest tale speeds best, being plainly told.",Tweet
855,Now is the winter of our discontent.,Tweet
856,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
857,That it should come to this!.,Tweet
858,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
859,The king's name is a tower of strength.,Tweet
860,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
861,In my mind's eye.,Tweet
862,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
863,"It is the east, and Juliet is the sun.",Tweet
864,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
865,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
866,A horse! a horse! my kingdom for a horse!.,Tweet
867,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
868,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
869,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
870,Do you think I am easier to be played on than a pipe?,Tweet
871,Now is the winter of our discontent.,Tweet
872,"An honest tale speeds best, being plainly told.",Tweet
873,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
874,Wisely and slow; they stumble that run fast.,Tweet
875,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
876,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
877,O! she doth teach the torches to burn bright.,Tweet
878,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
879,Now is the winter of our discontent.,Tweet
880,"An honest tale speeds best, being plainly told.",Tweet
881,"And it must follow, as the night the day, thou canst not then be false to any man.",Tweet
882,"I will speak daggers to her, but use none.",Tweet
883,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
884,Now is the winter of our discontent.,Tweet
885,The king's name is a tower of strength.,Tweet
886,Wisely and slow; they stumble that run fast.,Tweet
887,For ever and a day.,Tweet
888,"I will speak daggers to her, but use none.",Tweet
889,The play 's the thing wherein I'll catch the conscience of the king.,Tweet
890,The king's name is a tower of strength.,Tweet
891,Now is the winter of our discontent.,Tweet
892,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
893,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
894,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
895,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
896,I like this place and willingly could waste my time in it.,Tweet
897,The king's name is a tower of strength.,Tweet
898,This above all: to thine own self be true.,Tweet
899,I like this place and willingly could waste my time in it.,Tweet
900,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
901,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
902,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
903,I like this place and willingly could waste my time in it.,Tweet
904,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
905,Off with his head!,Tweet
906,Now is the winter of our discontent.,Tweet
907,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
908,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
909,"So wise so young, they say, do never live long.",Tweet
910,Off with his head!,Tweet
911,"So wise so young, they say, do never live long.",Tweet
912,A horse! a horse! my kingdom for a horse!.,Tweet
913,Brevity is the soul of wit.,Tweet
914,For ever and a day.,Tweet
915,True is it that we have seen better days.,Tweet
916,The king's name is a tower of strength.,Tweet
917,Tempt not a desperate man.,Tweet
918,That it should come to this!.,Tweet
919,"And it must follow, as the night the day, thou canst not then be false to any man.",Tweet
920,Not stepping o'er the bounds of modesty.,Tweet
921,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
922,"When sorrows come, they come not single spies, but in battalions.",Tweet
923,"There is nothing either good or bad, but thinking makes it so.",Tweet
924,True is it that we have seen better days.,Tweet
925,Wisely and slow; they stumble that run fast.,Tweet
926,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
927,Brevity is the soul of wit.,Tweet
928,Not stepping o'er the bounds of modesty.,Tweet
929,"An honest tale speeds best, being plainly told.",Tweet
930,The king's name is a tower of strength.,Tweet
931,A horse! a horse! my kingdom for a horse!.,Tweet
932,I like this place and willingly could waste my time in it.,Tweet
933,For you and I are past our dancing days.,Tweet
934,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
935,Tempt not a desperate man.,Tweet
936,For ever and a day.,Tweet
937,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
938,O! she doth teach the torches to burn bright.,Tweet
939,Now is the winter of our discontent.,Tweet
940,Not stepping o'er the bounds of modesty.,Tweet
941,Rich gifts wax poor when givers prove unkind.,Tweet
942,Brevity is the soul of wit.,Tweet
943,A horse! a horse! my kingdom for a horse!.,Tweet
944,"An honest tale speeds best, being plainly told.",Tweet
945,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
946,True is it that we have seen better days.,Tweet
947,"A little more than kin, and less than kind.",Tweet
948,For you and I are past our dancing days.,Tweet
949,"An honest tale speeds best, being plainly told.",Tweet
950,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
951,Off with his head!,Tweet
952,Can one desire too much of a good thing?.,Tweet
953,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
954,"To be, or not to be: that is the question.",Tweet
955,A horse! a horse! my kingdom for a horse!.,Tweet
956,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
957,True is it that we have seen better days.,Tweet
958,Now is the winter of our discontent.,Tweet
959,"So wise so young, they say, do never live long.",Tweet
960,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
961,"Though this be madness, yet there is method in 't.",Tweet
962,Can one desire too much of a good thing?.,Tweet
963,Not stepping o'er the bounds of modesty.,Tweet
964,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
965,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
966,For ever and a day.,Tweet
967,In my mind's eye.,Tweet
968,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
969,The king's name is a tower of strength.,Tweet
970,True is it that we have seen better days.,Tweet
971,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
972,"To be, or not to be: that is the question.",Tweet
973,"An honest tale speeds best, being plainly told.",Tweet
974,Can one desire too much of a good thing?.,Tweet
975,For ever and a day.,Tweet
976,"A little more than kin, and less than kind.",Tweet
977,"To be, or not to be: that is the question.",Tweet
978,For ever and a day.,Tweet
979,Rich gifts wax poor when givers prove unkind.,Tweet
980,In my mind's eye.,Tweet
981,The play 's the thing wherein I'll catch the conscience of the king.,Tweet
982,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
983,"A little more than kin, and less than kind.",Tweet
984,"Though this be madness, yet there is method in 't.",Tweet
985,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
986,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
987,I like this place and willingly could waste my time in it.,Tweet
988,The play 's the thing wherein I'll catch the conscience of the king.,Tweet
989,I like this place and willingly could waste my time in it.,Tweet
990,Do you think I am easier to be played on than a pipe?,Tweet
991,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
992,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
993,"Though this be madness, yet there is method in 't.",Tweet
994,Do you think I am easier to be played on than a pipe?,Tweet
995,O! she doth teach the torches to burn bright.,Tweet
996,"Neither a borrower nor a lender be; For loan oft loses both itself and friend, and borrowing dulls the edge of husbandry.",Tweet
997,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
998,"It is the east, and Juliet is the sun.",Tweet
999,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
1000,True is it that we have seen better days.,Tweet
1001,Now is the winter of our discontent.,Tweet
1002,"An honest tale speeds best, being plainly told.",Tweet
1003,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
1004,"When sorrows come, they come not single spies, but in battalions.",Tweet
1005,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
1006,In my mind's eye.,Tweet
1007,"And it must follow, as the night the day, thou canst not then be false to any man.",Tweet
1008,Not stepping o'er the bounds of modesty.,Tweet
1009,Tempt not a desperate man.,Tweet
1010,"When sorrows come, they come not single spies, but in battalions.",Tweet
1011,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
1012,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! .",Tweet
1013,Now is the winter of our discontent.,Tweet
1014,"Doubt that the sun doth move, doubt truth to be a liar, but never doubt I love.",Tweet
1015,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
1016,True is it that we have seen better days.,Tweet
1017,"Though this be madness, yet there is method in 't.",Tweet
1018,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! .",Tweet
1019,The play 's the thing wherein I'll catch the conscience of the king.,Tweet
1020,Can one desire too much of a good thing?.,Tweet
1021,"There is nothing either good or bad, but thinking makes it so.",Tweet
1022,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
1023,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
1024,I like this place and willingly could waste my time in it.,Tweet
1025,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
1026,Tempt not a desperate man.,Tweet
1027,Now is the winter of our discontent.,Tweet
1028,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
1029,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
1030,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
1031,"So wise so young, they say, do never live long.",Tweet
1032,"I will speak daggers to her, but use none.",Tweet
1033,A horse! a horse! my kingdom for a horse!.,Tweet
1034,It seems she hangs upon the cheek of night like a rich jewel in an Ethiope's ear.,Tweet
1035,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
1036,True is it that we have seen better days.,Tweet
1037,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
1038,The play 's the thing wherein I'll catch the conscience of the king.,Tweet
1039,True is it that we have seen better days.,Tweet
1040,A horse! a horse! my kingdom for a horse!.,Tweet
1041,Rich gifts wax poor when givers prove unkind.,Tweet
1042,I like this place and willingly could waste my time in it.,Tweet
1043,Can one desire too much of a good thing?.,Tweet
1044,Off with his head!,Tweet
1045,Now is the winter of our discontent.,Tweet
1046,Wisely and slow; they stumble that run fast.,Tweet
1047,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
1048,I like this place and willingly could waste my time in it.,Tweet
1049,Not stepping o'er the bounds of modesty.,Tweet
1050,The king's name is a tower of strength.,Tweet
1051,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
1052,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
1053,"To be, or not to be: that is the question.",Tweet
1054,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! .",Tweet
1055,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
1056,"So wise so young, they say, do never live long.",Tweet
1057,"An honest tale speeds best, being plainly told.",Tweet
1058,A horse! a horse! my kingdom for a horse!.,Tweet
1059,Tempt not a desperate man.,Tweet
1060,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
1061,"It is the east, and Juliet is the sun.",Tweet
1062,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
1063,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
1064,Can one desire too much of a good thing?.,Tweet
1065,Brevity is the soul of wit.,Tweet
1066,"See, how she leans her cheek upon her hand! O that I were a glove upon that hand, that I might touch that cheek!.",Tweet
1067,Tempt not a desperate man.,Tweet
1068,A horse! a horse! my kingdom for a horse!.,Tweet
1069,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
1070,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
1071,Wisely and slow; they stumble that run fast.,Tweet
1072,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
1073,"An honest tale speeds best, being plainly told.",Tweet
1074,"An honest tale speeds best, being plainly told.",Tweet
1075,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
1076,Brevity is the soul of wit.,Tweet
1077,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
1078,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
1079,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
1080,Tempt not a desperate man.,Tweet
1081,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
1082,Do you think I am easier to be played on than a pipe?,Tweet
1083,Tempt not a desperate man.,Tweet
1084,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
1085,"The lady doth protest too much, methinks.",Tweet
1086,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
1087,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
1088,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
1089,"I will speak daggers to her, but use none.",Tweet
1090,I like this place and willingly could waste my time in it.,Tweet
1091,Wisely and slow; they stumble that run fast.,Tweet
1092,O! she doth teach the torches to burn bright.,Tweet
1093,Tempt not a desperate man.,Tweet
1094,"An honest tale speeds best, being plainly told.",Tweet
1095,"Though this be madness, yet there is method in 't.",Tweet
1096,"All the world 's a stage, and all the men and women merely players. They have their exits and their entrances; And one man in his time plays many parts.",Tweet
1097,Can one desire too much of a good thing?.,Tweet
1098,"The world is grown so bad, that wrens make prey where eagles dare not perch.",Tweet
1099,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
1100,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
1101,"Conscience is but a word that cowards use, devised at first to keep the strong in awe.",Tweet
1102,I like this place and willingly could waste my time in it.,Tweet
1103,True is it that we have seen better days.,Tweet
1104,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
1105,"So wise so young, they say, do never live long.",Tweet
1106,That it should come to this!.,Tweet
1107,O! she doth teach the torches to burn bright.,Tweet
1108,Can one desire too much of a good thing?.,Tweet
1109,"Blow, blow, thou winter wind! Thou art not so unkind as man's ingratitude.",Tweet
1110,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
1111,Brevity is the soul of wit.,Tweet
1112,The king's name is a tower of strength.,Tweet
1113,For ever and a day.,Tweet
1114,How bitter a thing it is to look into happiness through another man's eyes!,Tweet
1115,What's in a name? That which we call a rose by any other name would smell as sweet.,Tweet
1116,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
1117,"O Romeo, Romeo! wherefore art thou Romeo?.",Tweet
1118,Can one desire too much of a good thing?.,Tweet
1119,True is it that we have seen better days.,Tweet
1120,"So wise so young, they say, do never live long.",Tweet
1121,"When sorrows come, they come not single spies, but in battalions.",Tweet
1122,Now is the winter of our discontent.,Tweet
1123,Wisely and slow; they stumble that run fast.,Tweet
1124,"What a piece of work is man! how noble in reason! how infinite in faculty! in form and moving how express and admirable! in action how like an angel! in apprehension how like a god! the beauty of the world, the paragon of animals! .",Tweet
1125,"It is the east, and Juliet is the sun.",Tweet
1126,This above all: to thine own self be true.,Tweet
1127,"Good Night, Good night! Parting is such sweet sorrow, that I shall say good night till it be morrow.",Tweet
1128,"The fool doth think he is wise, but the wise man knows himself to be a fool.",Tweet
1129,"The lady doth protest too much, methinks.",Tweet
1130,For you and I are past our dancing days.,Tweet
1131,The king's name is a tower of strength.,Tweet
1132,"To be, or not to be: that is the question.",Tweet
